ProteinA	ProteinB	DM1	DM2	DM3
P51668	Q96EP1	0.14430750636460152	0.2741842620927429	0.3622403030380425
P51668	O60291	0.2741842620927429	0.2741842620927429	0.2693740118805895
P51668	Q9Y577	0.14430750636460152	0.02075365814803284	0.2741842620927429
P51668	Q9BZY9	0.2749102135176082	0.2741842620927429	0.016637806616154056
P51668	Q00987	0.34613249839798266	0.32860943200260384	0.7051469023894644
P51668	P51668	0.3877551020408163	0.20408163265306123	0.16829002553541472
P51677	P13501	0.46724085680044974	0.09324485026635791	0.11183620911643563
P51808	P51808	0.14655172413793102	0.982758620689655	0.982758620689655
P51809	O15400	0.503956176989043	0.0	0.5370265291286712
P51825	P50750	0.5184049052615488	0.5087619733839082	0.46218639507217196
P51825	Q9UHB7	0.6029178668957013	0.556695599380082	0.4610488457842077
P51825	P51825	0.6140495867768595	0.4374430988395576	0.4374430988395576
P51955	P51955	0.13033707865168537	0.2539325842696629	0.13961550172592418
P51965	Q6ZNA4	0.32195569161417065	0.7723886259799484	0.2778430376826164
P51965	Q86XS8	0.6299341050648242	0.21252521426424845	0.10996478201196724
P51965	Q9H6Y7	0.27844619362786327	0.21249841092652724	0.30042878786164195
P51965	Q96BH1	0.11724050258015295	0.6253836736720756	0.615512638545803
P51965	Q8ND25	0.6761906100222325	0.6288431933961534	0.596929588068702
P51965	Q9HCM9	0.5898662786063945	0.5312460273163181	0.21293641429187918
P52435	P30876	0.621536754578995	0.12708648281972873	0.46282216087300926
P52564	Q9Y6R4	0.7244407042995985	0.695498657250423	0.25551183028639407
P52564	O43318	0.28193448443260455	0.1837298506390463	0.2725991219871842
P52564	P46734	0.33975220821542634	0.3306364699212211	0.2640097867330416
P52565	P61586	0.6392484646119062	0.6325220923854451	0.04595109965783352
P52565	P63000	0.547085000803984	0.042342082884659106	0.9616797870073436
P52565	P08134	0.6459018227443871	0.6392454633953248	0.19712024444725756
P52565	P15153	0.7352023278083271	0.547085000803984	0.042342082884659106
P52803	P29320	0.046520182972799175	0.021709418720639615	0.02228572625261113
P52952	Q99593	0.08599947338755308	0.26345870418726575	0.194236121992601
P53350	O60566	0.14329761510917619	0.37512306060004985	0.15026507867272498
P53365	P62330	0.6200297822491488	0.7672804043557433	0.614439212159287
P53365	P53365	0.7888563049853372	0.6609700051966253	0.4956011730205278
P53567	P35638	0.025011619597393342	0.2010562385564851	0.335115389768269
P53567	P18848	0.18350234275394608	0.43927292199078033	0.5249387583274054
P53618	P84077	0.25971644006309724	0.30740314968828747	0.3088860356177224
P53618	P61923	0.0479394427923083	0.049765080276462925	0.7317699421870737
P53779	P53779	0.33189655172413796	0.283652949899909	0.283652949899909
P53803	P24928	0.19506393963766827	0.19506393963766827	0.04876598490941707
P53999	P53999	0.6299212598425197	0.5039370078740156	0.921259842519685
P54105	P14678	0.1640965104019414	0.1640965104019414	0.17901437498393608
P54105	P62316	0.4916056834186563	0.5190080534322188	0.2940077949248324
P54105	P62304	0.2352025014058244	0.1774050244037263	0.20745753200980502
P54105	P62306	0.060274894198782195	0.16708008331834034	0.014917864581994672
P54105	P62308	0.23130989682387806	0.17768078529911127	0.49134268929262864
P54132	Q13472	0.025430413709006706	0.2834415326139442	0.2819444822656312
P54198	Q9Y294	0.09528785486659348	0.13402991476646373	0.0
P54253	P54253	0.5570552147239263	0.5732635619378488	0.5732635619378488
P54646	O43741	0.6303576117125924	0.6021556613469691	0.5087053410094227
P54725	Q05086	0.5506404765577434	0.5498681315767707	0.5382092757374178
P54920	Q86Y82	0.632206234720979	0.4218831744408027	0.3523549045234661
P54920	O15400	0.5221087585070037	0.6009245485275031	0.5366520566286991
P54920	P46459	0.39070645875731264	0.39070645875731264	0.33557609954615814
P54920	P63027	0.6756404116301385	0.5672896960626863	0.6173158969961132
P55196	Q9NQS3	0.0	0.016743876421539378	0.1609988117455709
P55209	Q99733	0.0	0.0	0.0
P55211	Q9C000	0.6495100147071801	0.6461410234060373	0.023522221505866144
P55212	P55212	0.38566552901023887	0.0955631399317406	0.07508532423208192
P55789	P55789	0.665858125599239	0.6341463414634145	0.4897643571356775
P55854	Q9HC62	0.5046922870174289	0.9300393196078269	0.9300393196078269
P55884	P23443	0.2082330307514147	0.2029984086314836	0.19920412364989803
P55884	Q8N122	0.522077611170903	0.6553003265838357	0.576804548781164
P55884	O75821	0.169879197898976	0.13702592756757223	0.18489647588681718
P55957	Q16548	0.1498978438918637	0.9024322366922096	0.9024322366922096
P55957	P10415	0.4305710720201403	0.3469965293095626	0.33376156693505166
P56279	P56279	0.07894736842105263	0.46238139320854216	0.46238139320854216
P56537	P39023	0.011677176372548064	0.8861767820862464	0.8861767820862464
P56597	Q8WWB3	0.5036468111281541	0.49697599243771495	0.5169884485090324
P56597	Q96IM9	0.5470071326160084	0.5203391938979096	0.6823871010395647
P57075	P00533	0.06077612003586854	0.06837313504035211	0.025712973861328998
P57086	Q9NX65	0.42663425903992813	0.4226839418265954	0.41083299018659747
P57086	Q9P0L1	0.42663425903992813	0.42663425903992813	0.4226839418265954
P57086	Q8NF99	0.42663425903992813	0.46613743117325473	0.4147833073999301
P57735	Q7L804	0.28789959748943905	0.6152313917803952	0.5026652358998358
P57735	Q9BXF6	0.4704207533975406	0.4586157001749033	0.4485441805226453
P57740	Q8WUM0	0.6870371187793501	0.6846967899310697	0.325660530704977
P57740	P52948	0.6796780805390044	0.42385319223158224	0.3049230136768898
P57775	Q13616	0.5427365908821123	0.08066509397031003	0.5463412575031211
P60228	Q9UBQ5	0.5014933365260261	0.9060954275968194	0.9060954275968194
P60228	Q9Y262	0.3952128215965015	0.4986612142258926	0.9344335203740111
P60484	P68400	0.47513104379114535	0.2785024150964919	0.16276115167976796
P60510	Q14738	0.6105554837251825	0.5320919798629667	0.5798041357108373
P60520	Q9GZZ9	0.4943724528377733	0.09933927875835713	0.4618055926798577
P60520	Q9Y4P1	0.22742985163476245	0.20268076790665562	0.0
P60604	Q9UKV5	0.3826963807508903	0.37864379090484845	0.3890502552460903
P60604	P60604	0.10909090909090907	0.5574769345889696	0.47344545290653034
P60709	P23528	0.6027226612709813	0.0470079921565632	0.9601506481153556
P60709	Q9Y281	0.003771236166328253	0.0470079921565632	0.9630282716560498
P60709	P60709	0.003771236166328253	0.5147737367038066	0.7306715328305111
P60709	P60981	0.10292101155214341	0.9628011779990145	0.9628011779990145
P60709	P63261	0.003771236166328253	0.5147737367038066	0.7306715328305111
P60896	Q5JVF3	0.49349016900654913	0.9382171453013227	0.9382171453013227
P60896	O43242	0.6198415438080386	0.5646129317655771	0.6490010803930432
P60896	O00231	0.4802119453851095	0.9121653708862383	0.9121653708862383
P60896	O00232	0.46793563958137957	0.9083715588287036	0.9083715588287036
P60896	Q9UNM6	0.43734559667242656	0.8968141894270115	0.8968141894270115
P60900	Q06323	0.2248030033905291	0.4631082272280517	0.22434311531621387
P60900	P62191	0.5169270380880211	0.626110772204161	0.5145207879365529
P60903	P60903	0.0	0.05154639175257732	0.46391752577319584
P61024	P24941	0.3369434997600327	0.5101609327352608	0.49819845659101314
P61026	P61006	0.3146358972824935	0.6563999426681619	0.5189462295388663
P61077	Q9HCM9	0.0	0.2741842620927429	0.14430750636460152
P61077	Q9BV68	0.0	0.2741928414645785	0.43761017429754956
P61077	Q6ZN04	0.6578378610430948	0.3626519103579426	0.5373988538740158
P61077	Q96EQ8	0.012191496227354267	0.0182872443410314	0.11232854347305096
P61077	Q9UKV5	0.20448963217156474	0.2813977587647942	0.4332156160699513
P61077	Q969V5	0.11852073889206335	0.5991131331854392	0.9793138776006161
P61077	Q6PCD5	0.024051251060766922	0.0027407239580873933	0.20242036741969227
P61077	Q9Y3C5	0.501006277374175	0.4694853675444243	0.40750970191168556
P61077	Q6ZNA4	0.3615503284904603	0.30609404113918354	0.33073598141592336
P61077	Q86XS8	0.0	0.27420503575081806	0.14434697241346975
P61077	Q96BH1	0.0	0.5868505258827129	0.2741842620927429
P61077	Q9BY78	0.2120308143226577	0.4432071969799064	0.4269017690931302
P61077	Q68DV7	0.2693740118805895	0.187599758273982	0.06734350297014738
P61077	P78317	0.27458808464232637	0.14507330230393514	0.06896922531455384
P61077	Q9NS56	0.2747922727199001	0.2794682888658928	0.27841448570959043
P61077	Q9Y4L5	0.0	0.25617865716108995	0.5262279861671274
P61077	Q8ND25	0.6559450028461669	0.15718131551495865	0.0
P61077	P98170	0.2859260271819029	0.5339063605565884	0.1655335006391572
P61077	O94941	0.024051251060766922	0.2875606601937745	0.3464780194188125
P61077	Q99942	0.2693740118805895	0.33108130030620336	0.187599758273982
P61077	P14373	0.15873825700106167	0.2741842620927429	0.2693740118805895
P61077	Q99496	0.15873825700106167	0.04840314275979343	0.10793794451348726
P61077	Q9Y4K3	0.14430750636460152	0.024051251060766922	0.024051251060766922
P61077	Q9NZS9	0.004714045207910317	0.007856742013183862	0.024051251060766922
P61077	Q96EP1	0.14430750636460152	0.3622403030380425	0.14430750636460152
P61077	Q9Y577	0.14430750636460152	0.5627992748219459	0.46659427057887826
P61077	Q9BZY9	0.016637806616154056	0.016637806616154056	0.0
P61077	O00308	0.5509734818596234	0.5592482036471724	0.49921881427520765
P61077	P61077	0.3877551020408163	0.4746330215649635	0.4746330215649635
P61077	Q96FW1	0.18279221156448378	0.1071053711933064	0.9883603476700422
P61086	Q99496	0.04560634888869	0.13788582233137675	0.11313708498984759
P61086	Q8WVD3	0.21568398267644648	0.08671551408585247	0.056633296558212066
P61086	Q99942	0.028284271247461898	0.09093478873604498	0.36415999231107193
P61086	Q8N9I9	0.1702430173397782	0.10407345382506886	0.27991385490506066
P61086	Q9HCM9	0.3577562511348613	0.034918036051059115	0.028284271247461898
P61086	Q00987	0.32289787123085134	0.36148582601245155	0.30979918535305323
P61088	Q13404	0.3542163629457139	0.258067125800071	0.2565834575421678
P61088	Q9UKV5	0.4873384454642641	0.34059354475316883	0.3365080482785125
P61088	Q13489	0.35855935457593946	0.3909510836352336	0.4508740518591463
P61088	O00237	0.13038925963870387	0.2611428191189022	0.2764620589748718
P61088	Q9Y3C5	0.49387223678024467	0.383395936301205	0.4590254408304821
P61088	Q8ND25	0.6057228230528158	0.5375735565017	0.3924909886762334
P61088	Q8NHG8	0.5572380206820801	0.6557240620022237	0.5592732297264872
P61088	Q9UNE7	0.17434636115142188	0.4978442874662666	0.4931271837237708
P61088	P61088	0.3684210526315789	0.06578947368421051	0.3684210526315789
P61163	Q9NZ32	0.6034986043300747	0.6819886256341706	0.5259010629727447
P61204	P53367	0.5980723080457215	0.6166544623686638	0.29870389016148147
P61225	Q59EK9	0.49845232116428756	0.27434197521445286	0.0
P61244	P50539	0.0	0.0	0.19228342295423662
P61244	Q05195	0.0	0.0	0.1414213562373095
P61244	P61244	0.0	0.175	0.1414213562373095
P61244	Q8IWI9	0.14371139141762285	0.035752590059993976	0.14371139141762285
P61289	P25786	0.3396339657667669	0.33406619583616415	0.3010920340648353
P61326	O15234	0.2809054336220531	0.382612573381762	0.232473462307906
P61326	Q9BRP8	0.3293374049362002	0.3438669963304443	0.3438669963304443
P61457	P61457	0.3674033302796692	0.3674033302796692	0.05769230769230769
P61586	Q07960	0.6038663023761923	0.4766562248550064	0.4615622414087416
P61764	Q8N4C7	0.6394739302392898	0.2859203585934711	0.7258674948111903
P61769	P61769	0.21008403361344538	0.907563025210084	0.907563025210084
P61956	Q9H4L4	0.5843442472276764	0.5839174464850584	0.5839174464850584
P61956	P63279	0.13867943020574713	0.9527285639231118	0.9527285639231118
P61956	Q13569	0.40762962431083877	0.3636144342116988	0.4081050382562614
P61956	Q9HC62	0.5089635863124741	0.9689357899762775	0.9689357899762775
P61956	P61956	0.0	0.18947368421052632	0.9368421052631579
P61966	O43747	0.0	0.0	0.18348973435853447
P61970	P62826	0.6281829279125835	0.5204803542414245	0.06814114818929608
P61970	P61970	0.07874015748031496	0.9606299212598424	0.9606299212598424
P61981	P31947	0.27032210232225956	0.025661133188221483	0.2922416548056658
P61981	P62258	0.027729677693590096	0.6915702069108088	0.3292197564228865
P62070	P04049	0.09358766221586658	0.2391684701072146	0.31889129347628614
P62136	P41236	0.21213203435596423	0.18811177049354752	0.17021512477999273
P62136	P60709	0.48856105879678474	0.21869038371682278	0.2267365959218123
P62136	P62140	0.16140373227280302	0.30291913050502434	0.17830905572696548
P62140	P41236	0.2162406058674457	0.18881589795019504	0.17099296425405894
P62191	P35998	0.6095871085983383	0.6807195956891969	0.6748419883777075
P62191	P25787	0.1884615024225379	0.5131124541690698	0.591189715804886
P62191	P25788	0.33944720518516025	0.43012237633712336	0.4518590049454348
P62191	P28074	0.36637386841139824	0.3682925500963628	0.35676751232593984
P62191	P62333	0.42132740649152195	0.2299713792662882	0.2634038185691401
P62195	P62191	0.26651028085829304	0.14803959704644468	0.6169069813989193
P62195	P62333	0.27560978223817767	0.24385654740074172	0.24397532703080846
P62195	P28074	0.14198551565899983	0.14686550874422977	0.1149483930007688
P62195	P35998	0.14803959704644468	0.639779604599102	0.4428862550434936
P62258	P31946	0.65507191406991	0.0	0.576777296026674
P62258	Q04917	0.6051582768683491	0.027729677693590096	0.6290383379673343
P62258	P27348	0.6847466078142072	0.5351827794862889	0.42715021883922055
P62304	P62306	0.1916401130680175	0.9266985945100922	0.9266985945100922
P62306	P09661	0.07405148402950786	0.7864212827402088	0.7864212827402088
P62306	Q9Y4Y9	0.22246877550349578	0.14468242235616566	0.9036109257844139
P62310	P62318	0.13171596904455296	0.13171596904455296	0.38057516429667276
P62310	Q9UK45	0.33932853836802174	0.2291814986429643	0.18535808827220177
P62310	Q969L4	0.26432467906195684	0.13171596904455296	0.1437208904850706
P62310	O95777	0.3347181442095015	0.3730163477569902	0.17677669529663687
P62310	P54105	0.5060666179080193	0.5057013872828479	0.26505542176315133
P62312	P62316	0.20720344398806956	0.949576365726555	0.949576365726555
P62312	Q9UK45	0.12560826179905613	0.8988745306279787	0.8988745306279787
P62312	P54105	0.08858954130928705	0.13681042175452066	0.8328259016954564
P62312	P62310	0.3726547837487486	0.0618718433538229	0.39315990748145546
P62312	O95777	0.3335416016031584	0.37180350619947394	0.09110862335695781
P62314	P54105	0.15812936456914353	0.16708008331834034	0.17901437498393608
P62316	P62304	0.2504688240151689	0.19775020151827175	0.265245437662021
P62316	P62306	0.21114231015416976	0.9114375430890396	0.9114375430890396
P62316	P62314	0.19996961825263104	0.7927383660088075	0.7927383660088075
P62316	Q9Y333	0.4018549659624242	0.2012217278321693	0.8635280721610409
P62318	P54105	0.1296255961159043	0.008950718749196803	0.22555473374578713
P62318	P62304	0.1538212718779093	0.1537188654753364	0.21527957102577402
P62318	P62308	0.2605734639025882	0.2605130246476754	0.0
P62328	P68133	0.04879207988587393	0.9788945552108701	0.9788945552108701
P62328	P63261	0.048359098290926376	0.978901800294042	0.978901800294042
P62333	P17980	0.24140824208977799	0.43177000762660706	0.2387102227741723
P62333	P62333	0.4817051337132007	0.47575207000827113	0.47575207000827113
P62487	P61218	0.34520173569736967	0.398367752464855	0.400879435003397
P62491	Q6WKZ4	0.45828415422146307	0.30916652267248773	0.6784433132120259
P62491	Q9BXF6	0.4643164876743498	0.15730918386117076	0.46294443298293336
P62701	P60866	0.4919735696139023	0.8944233425435556	0.8944233425435556
P62714	Q14738	0.7063417976750247	0.5322690994377924	0.5356157678090792
P62714	Q9Y570	0.4917155020278124	0.48431216629722096	0.7482441856617257
P62714	Q16537	0.03661394336241023	0.0	0.4645394064105797
P62714	Q13362	0.501259887207531	0.4605343828173297	0.6298860132929142
P62826	P43487	0.5816822989238425	0.4484890232525788	0.45176266575807195
P62826	Q9HAV4	0.4569585335772767	0.45669691545972657	0.45432228765477883
P62826	Q92973	0.45176266575807195	0.4714045207910316	0.45176266575807195
P62826	Q9UBU9	0.45176266575807195	0.2815332554724217	0.45176266575807195
P62834	P49815	0.6604749164954712	0.437873739468239	0.5706497209125266
P62834	P04049	0.5303300858899106	0.3497104189563903	0.2536361280343051
P62837	Q9UNE7	0.5350260165448651	0.5402799437038677	0.42706449160771676
P62837	Q9UKV5	0.20448963217156474	0.33540834877433434	0.2813977587647942
P62837	Q969V5	0.050220652072908205	0.5684977814653208	0.11852073889206335
P62837	O95628	0.2693740118805895	0.14430750636460152	0.5868505258827129
P62837	Q6PCD5	0.024051251060766922	0.0027407239580873933	0.20242036741969227
P62837	Q9Y3C5	0.501006277374175	0.4694853675444243	0.40750970191168556
P62837	Q6ZNA4	0.3615503284904603	0.30609404113918354	0.33073598141592336
P62837	Q86XS8	0.0	0.27420503575081806	0.14434697241346975
P62837	Q96BH1	0.0	0.2741842620927429	0.14430750636460152
P62837	Q9BY78	0.2120308143226577	0.4432071969799064	0.4269017690931302
P62837	Q68DV7	0.2693740118805895	0.187599758273982	0.06734350297014738
P62837	P78317	0.27458808464232637	0.14507330230393514	0.06896922531455384
P62837	O94822	0.2264970427770504	0.6190857010143589	0.2936790698364471
P62837	Q9Y4L5	0.0	0.25617865716108995	0.5262279861671274
P62837	Q8ND25	0.6559450028461669	0.15718131551495865	0.0
P62837	P98170	0.2859260271819029	0.08109675357672677	0.5339063605565884
P62837	Q9BV68	0.0	0.2741928414645785	0.43761017429754956
P62837	Q99942	0.2693740118805895	0.33108130030620336	0.187599758273982
P62837	Q9BZR9	0.2693740118805895	0.2693740118805895	0.14430750636460152
P62837	Q9HCM9	0.0	0.2741842620927429	0.14430750636460152
P62837	P14373	0.15873825700106167	0.2741842620927429	0.2693740118805895
P62837	Q99496	0.15873825700106167	0.04840314275979343	0.10793794451348726
P62837	Q9NZS9	0.004714045207910317	0.024051251060766922	0.4666604137186881
P62837	Q96EP1	0.14430750636460152	0.3622403030380425	0.14430750636460152
P62837	Q9H0F5	0.28659972348750357	0.2741876998903492	0.5784952001853603
P62837	Q9Y577	0.14430750636460152	0.46659427057887826	0.45216351994241816
P62837	Q9BZY9	0.016637806616154056	0.0	0.0
P62837	P62837	0.3877551020408163	0.4746330215649635	0.4746330215649635
P62942	P42345	0.19849294660322087	0.565415285374468	0.9086029836990849
P62993	Q99062	0.4563462259918357	0.34866555570027913	0.22936709546861958
P62993	Q9H3S7	0.36972498549662286	0.41197672597135127	0.1687796775491105
P62995	P38159	0.30199352113175465	0.08347788389007851	0.30199352113175465
P63000	P53365	0.6112923334258472	0.6258130311167277	0.5301069574620404
P63000	Q13576	0.5214372719189081	0.6372601744090721	0.3992351318776943
P63000	P63000	0.765625	0.5364583333333333	0.6610481011347727
P63000	Q14185	0.5303300858899106	0.5229643902525508	0.5450614771646304
P63000	P46940	0.6216873714277771	0.5376957815272705	0.397747564417433
P63096	P08754	0.8079096045197739	0.5816740192648022	0.5816740192648022
P63104	P63104	0.5469387755102041	0.0	0.4329225190938046
P63104	P62258	0.0	0.5358127717083724	0.4329225190938046
P63146	Q5VTR2	0.27349448426399614	0.297325289231354	0.27785142497974064
P63165	Q9UBT2	0.11201691583153227	0.1891952952504596	0.4070730650019699
P63165	Q9HC62	0.4453061543286664	0.2548999280630067	0.5423248248730103
P63167	P63167	0.06741573033707865	0.47907877764781664	0.47907877764781664
P63167	O14576	0.4767012007999196	0.3890771726352803	0.3857017225986816
P63208	Q9UKT4	0.621971703315569	0.8408654590407747	0.8408654590407747
P63208	Q9H469	0.4920354098213332	0.7130761244559773	0.7130761244559773
P63261	Q9Y281	0.003771236166328253	0.0470079921565632	0.9630282716560498
P63261	P23528	0.6027226612709813	0.0470079921565632	0.9601506481153556
P63261	P63261	0.003771236166328253	0.5147737367038066	0.7306715328305111
P63261	P60981	0.10292101155214341	0.9628011779990145	0.9628011779990145
P63279	P46060	0.24185595623833372	0.35779101794882545	0.2471747186997905
P63279	Q9UBE0	0.0528164825675135	0.9784484056889056	0.9784484056889056
P63279	P63165	0.14338523649640816	0.30272931175963846	0.3841687006990522
P63279	P55854	0.12207520937937531	0.9131419864591879	0.9131419864591879
P63279	P63279	0.12658227848101264	0.4378539381374171	0.338829337071498
P63279	Q6ZNA4	0.3774063305962447	0.4349976002145532	0.4238739845540759
P63279	P78317	0.09073666988005327	0.2868095911270681	0.3717530039701221
P63279	P14373	0.2864229999742977	0.10740862499036165	0.10740862499036165
P63279	P35227	0.0897193620395447	0.2864893754161524	0.3715060115592623
P67775	Q13362	0.501259887207531	0.6298860132929142	0.520510470665118
P67775	Q9Y5P8	0.47018205547876907	0.4195115046089122	0.4177112888006616
P67775	Q14738	0.7123951369877408	0.7033402639118302	0.5322690994377924
P67775	Q9Y570	0.4856040250420914	0.5003720925425997	0.5367318965094456
P67775	Q16537	0.03661394336241023	0.0	0.4393673203489227
P67775	Q15172	0.12337254919807984	0.6354149332148767	0.07129265900852022
P67775	Q15173	0.7827636836772948	0.7745319103302516	0.6723829382236934
P67809	P35637	0.16586455361165928	0.23325723552956273	0.29004795272582506
P67870	P19784	0.35988941273629527	0.5437019760139068	0.4974044040389895
P67870	P67870	0.37209302325581395	0.037209302325581395	0.8930232558139534
P68036	Q8IWT3	0.24083452170308572	0.1086418855343083	0.08264884455427178
P68400	P67870	0.33512938623965055	0.5845767977069571	0.3357185069794009
P68402	Q15102	0.15902726484421603	0.5669756967548129	0.13586331166903096
P68431	Q9Y294	0.006248798423520569	0.875691425065857	0.875691425065857
P68431	Q9NVP2	0.006267900173894352	0.8789650901235241	0.8789650901235241
P69905	P68871	0.05192206807989289	0.7646462743763444	0.7646462743763444
P78317	P78317	0.021052631578947364	0.021052631578947364	0.014886458551295736
P78330	P78330	0.35555555555555557	0.06222222222222222	0.8533333333333334
P78364	Q8IXK0	0.553560172070262	0.5460588835801755	0.5789419355670229
P78364	P78364	0.548804780876494	0.5399325130209929	0.5399325130209929
P78368	Q9Y5P4	0.2061684831893307	0.2340744897029017	0.19764912437985424
P84022	P12755	0.3833863038444446	0.3094632030604655	0.3094632030604655
P84022	P12757	0.3094632030604655	0.3094632030604655	0.3111269837220809
P84077	Q13393	0.3398800550454676	0.0	0.09875793033331669
P84085	P53365	0.7570565622259983	0.607820998982849	0.43383289936462044
P84103	P62995	0.0	0.09032344708881719	0.0
P84243	Q9Y294	0.005199314567548143	0.006248798423520569	0.875691425065857
P84243	Q9NVP2	0.006267900173894352	0.8789650901235241	0.8789650901235241
P84243	Q08945	0.0	0.005199314567548143	0.0
P84243	Q9UER7	0.005199314567548143	0.005199314567548143	0.0
P98170	P51965	0.5881565058930843	0.2274472644086615	0.13659262305065503
P98170	O43353	0.4667190626497747	0.4605894918729745	0.37934614931350413
Q00526	P38936	0.33865712856698066	0.3156793016943587	0.4775868751620616
Q00526	P46527	0.30834492425511745	0.3106633071442536	0.47990525805119777
Q00526	P61024	0.3292103702573434	0.49845232116428756	0.5726405736166467
Q00535	Q00526	0.4525831224769948	0.5916355270456106	0.6095529805526531
Q00536	Q8N7R7	0.2038634469953151	0.5545656005676753	0.5502887450363051
Q00604	Q9ULV1	0.2054446186735518	0.7407212620632933	0.7407212620632933
Q00613	Q03933	0.0	0.0	0.0
Q00613	Q00613	0.0	0.0	0.0
Q00653	Q04864	0.0	0.0	0.003427011863585852
Q00653	Q04206	0.0	0.0	0.0
Q00653	Q01201	0.2308172394546761	0.3309601687418901	0.3211901268602107
Q00987	P04637	0.0	0.0	0.0
Q00987	P62837	0.3415565392159116	0.32860943200260384	0.6542447895450028
Q00987	P61077	0.3415565392159116	0.32860943200260384	0.6542447895450028
Q01081	Q15287	0.282842712474619	0.24574858624843945	0.27125079802893787
Q01094	Q14188	0.215206411665471	0.216824504986264	0.1666636120416805
Q01105	Q01105	0.0	0.0	0.0
Q01130	Q01081	0.0	0.0	0.0
Q01196	Q01196	0.026490066225165563	0.0	0.0
Q01201	Q04206	0.2308172394546761	0.0	0.33340267921231
Q01658	Q9NRF9	0.0	0.0	0.0
Q01831	P54725	0.504928655445701	0.45429406927160515	0.3660093663846064
Q01831	P54727	0.3633325269288324	0.37160718075122817	0.6276091343272021
Q01860	P48431	0.38382287795620657	0.3945879259077939	0.15614345325885906
Q01860	P09429	0.34569664858008986	0.36141013260645755	0.10410183167468616
Q02078	Q14814	0.0	0.0	0.0
Q02218	P36957	0.3917964725779767	0.41833248864899497	0.3839917619688536
Q02535	P15884	0.027563382774887908	0.24603518065627472	0.36942029328812254
Q02556	P10914	0.061415377708690745	0.0	0.0
Q02750	P27361	0.37822288572837626	0.345823982662288	0.30867004174435947
Q02750	Q13233	0.2743883148852392	0.2700801632446955	0.20637061986781197
Q02750	Q02750	0.3791348600508906	0.33323134232072493	0.33323134232072493
Q03181	Q15788	0.6317461945294778	0.6317461945294778	0.2164612595469023
Q03393	Q03393	0.08965517241379309	1.006896551724138	1.006896551724138
Q04206	Q04206	0.0	0.0	0.0
Q04759	O43318	0.17353879872001593	0.14031427964883517	0.16774543221099197
Q04864	Q04206	0.0	0.0	0.06168621354454534
Q05086	P62837	0.494396427641219	0.6105441459837374	0.4389648343329162
Q05086	P68036	0.48542865551163816	0.6055079163270236	0.17366298254422607
Q05086	P61077	0.494396427641219	0.6105441459837374	0.4389648343329162
Q05086	P51668	0.494396427641219	0.421981776332422	0.4389648343329162
Q05086	Q05086	0.7634285714285713	0.7703162350884319	0.7703162350884319
Q05086	P51965	0.4658551749568253	0.7002625907648585	0.589932115736134
Q05193	Q9BY11	0.04618490237479702	0.050962650896327746	0.03981457101275605
Q05193	P12931	0.13719982321530025	0.06464222439951647	0.15434980111721278
Q05195	Q9UH92	0.0	0.0	0.0
Q05209	P29353	0.06306955852778812	0.03881203601710038	0.041247751562906484
Q05209	P62993	0.33888988591429003	0.09775669785989137	0.1889962825291233
Q05397	P42224	0.40675032432487196	0.06923193770172471	0.3533496390039656
Q05397	O43294	0.3186013443749273	0.3186013443749273	0.3266672011945457
Q05516	Q05516	0.0	0.0	0.0
Q06187	Q9P2D0	0.0	0.0	0.0
Q06587	Q06587	0.0	0.0	0.0
Q06609	P54132	0.43614066814187896	0.3942232583891126	0.0
Q07666	Q07666	0.0	0.0	0.0
Q07812	Q07812	0.32812499999999994	0.8281249999999999	0.8281249999999999
Q07812	Q07820	0.5448275777208356	0.35666724531471267	0.37211522745834724
Q07817	Q14457	0.2974097191256723	0.2974097191256723	0.41273185511317795
Q07820	Q92934	0.23206262349738654	0.1680743275810935	0.1515228816828316
Q07820	Q16611	0.5052071507229079	0.6759260639391858	0.6978628790479452
Q07820	P55957	0.17043086520906528	0.43046246646136405	0.943223015043112
Q07820	Q07820	0.49829095672209467	0.49829095672209467	0.49295444174147884
Q07869	Q15788	0.46838269693980705	0.4124789556921527	0.2039731099576579
Q07889	P00533	0.06136050580544421	0.06136050580544421	0.06954190657950343
Q07889	Q8WU20	0.0	0.0	0.0
Q07890	P00533	0.06136050580544421	0.02980367424835861	0.06954190657950343
Q08117	Q04724	0.0	0.0	0.017448089405901823
Q08117	Q08117	0.0	0.0	0.0
Q10586	P35638	0.32853268910513433	0.3503598614166005	0.32203273180583575
Q12772	Q12772	0.26380368098159507	0.26822160118049027	0.26822160118049027
Q12829	Q93034	0.4020625172667923	0.5073476195735018	0.5844112644765989
Q12846	O75379	0.5374714708530327	0.4595003662256016	0.6356818537939669
Q12846	P63027	0.7078749293884561	0.8245163311030063	0.7295061060580357
Q12846	Q9BV40	0.4618811971386876	0.44521538074708544	0.6485924931898474
Q12851	Q13233	0.12315981777201242	0.11334348646241592	0.057990238668738016
Q12905	Q96KR1	0.4845722448354739	0.5899140371910117	0.20739165369996504
Q12906	Q12905	0.0	0.0	0.0
Q12929	Q12929	0.0	0.3062408930686264	0.3062408930686264
Q12929	Q8IZP0	0.10717957116410268	0.28395626646073957	0.2756046115648354
Q12933	Q12933	0.003992015968063872	0.0	0.025948103792415165
Q12933	P61088	0.046520182972799175	0.2605130246476754	0.046520182972799175
Q12962	Q5VWG9	0.44437444505760093	0.44437444505760093	0.35355339059327373
